text_hindi,sentiment
Carbotgreen को 'असामान्य गतिविधि को निलंबित कर दिया गया है ??',negative
मेरे सहायक ने मुझे नोटबुक देखा था।मुझे डेबोरा की याद आती है,negative
मेरे पड़ोसी को जोर से निकेलबैक का शौक है।,positive
"शुभ प्रभात!विशेष रूप से कुछ भी नहीं, लोगों से मिलना और आज शाम ड्रिंक करना आप अपने सोमवार के साथ क्या कर रहे हैं?",positive
हाहा।मुझे लगता है कि आप मुझसे बहुत दूर हैं।शायद अगली बार हालांकि,neutral
"मैंने अभी -अभी अपनी पसंदीदा कलम की अच्छी बात खो दी है, मैं एक बैक अप = डी है",negative
", ओह नूओ!अगर मैं एक टायर उड़ाता हूं तो आप reaaally कुछ बैटमैन धुएं को भेजने के लिए जा रहे हैं।",neutral
आह अच्छी तरह से वह केवल कम मात्रा में समय बिता सकता है क्योंकि अपने मम्मी के कारण आपको हमारे संदेश में वापस स्क्रॉल करना चाहिए !!!;-),neutral
....... मैं सोच रहा हूं कि अगर आप जागते हैं तो मैं जागता हूं।?,neutral
"आज रात को पूरी तरह से अस्वीकार कर दिया, अब मॉर्न में lnd!",negative
बहुत बुरी आवाज मुझे बीमार हो गई है मुझे लगता है और मैं भी आप की तरह महसूस करने के लिए मेड नहीं है।,negative
मैंने बस एक टट्टू देखा जो मेरे घर के सामने फिर से रहता था।उन्होंने कुशिंग की बीमारी विकसित की है,negative
मेरा प्यारा घर?मुझे नहीं लगता!हूआआ,negative
मुझे पता है कि मुझे आपको ट्विटर पर दो देखने में मज़ा आता है।कॉमिक के रूप में मनोरंजक के रूप में।कि मुझे याद आती है,positive
"_twnzfinest हैप्पी बर्थडे, स्वीटी।शब्द के सबसे अच्छे स्थान पर एक महान दिन है (सॉरी शिकागो जेजे",positive
मैं सिर्फ आपका ट्विटर बायो पढ़ता हूं।इसे प्यार करना।बहुत चालाक और प्यारा।मैं सब मुस्कुराते हुए।,positive
नाह वे मेरे थे बिना उंगलियों के थे,neutral
"_Magician हाँ, Apnea, लेकिन यह प्रोब नहीं है।मैं meds पर है कि यह कारण हो सकता है।वे अन्यथा बहुत मदद करते हैं, डॉन `टी रोकना चाहते हैं",neutral
अलविदा एरिज़ोना।3 सप्ताह में मिलते हैं।,negative
प्यार करता है कि lubbock गीला है..तो समय के बारे में..तो और अधिक पट्टी चलती है,positive
रे मिस्टेरियो बहुत भयानक है,positive
"उघ, मैं बहुत भूखा था मैंने अपना दोपहर का भोजन करने से पहले मुझे एक तस्वीर लेने के लिए सोचा था।#feastfriday",neutral
बस iTunes में अपने कुछ ट्रैक के माध्यम से जा रहे हैं और अपने भयानक पटरियों को खरीदना मेरे पास नहीं है।यह पसंद आ रहा है,positive
मैं नींद के लिए रास्ता .. बीमार मेरे शो लता को देखो..गूड नीट ट्विट-फम! .. गॉड ब्लेस! .. xoxo,positive
मुझे पता है कि वे आर लोल मुझे आशा है कि वह कहती है कि वह कहेगी,positive
शावर/ट्रैफ़िक/फैक्टरी याआय,neutral
मुझे नहीं लगता कि किसी ने भी उसे पकड़ा,neutral
मुझे पता है कि मैं वास्तव में प्यार में हूँ ..,positive
Ay Dios Mio!कॉलेज के 2 सप्ताह बचे !!!आह इंतजार कर सकते हैं !!,neutral
"बस केवल तथ्य यह है कि आपने ट्विटर किया और किसी ने इसे पढ़ा, फिर यह पी.एस.अपने गीत गुरुत्वाकर्षण से प्यार करो",positive
तब मुझे काम के दिन के माध्यम से प्राप्त करने के लिए बहुत सारे क्विज़ की आवश्यकता होती है।,neutral
_De_baillon,neutral
तुम्हें हैरानी क्यों हुई?,neutral
Railsbridge के पीछे के विचारों को खोदना (http://railsbridge.org/),neutral
मेरा रूममेट _tickle मुझे अनदेखा करना पसंद करता है,neutral
अगर उसने किया तो अच्छा होगा,positive
"ऊह, मेरे पास आप सभी के लिए एक सवाल है।क्या आपकी श्रृंखला कम लटकती है?idk!क्षमा मांगना!",negative
: वह हाई स्कूल के बाकी हिस्सों के लिए बीमर जा रही है।मैं बहुत दुखी हूं।कोई और PRN जर्नल नहीं होगा।,negative
12:06 पूर्वाह्न और मेरा 'उसे' आधिकारिक तौर पर हैप्पी मदर का दिन कहने के लिए 1 एक है जो मुझे प्यार करता है !!!,positive
ओह्ह्ह!ठीक है!सोचा था कि मैं पागल जा रहा था !!शायद वे वापस रास्ते में यहाँ से गुजरेंगे!,positive
नहीं अगर आपको छह पर काम करना है ...,neutral
"और, मैं फिर से पैसा जमा कर रहा हूं, इसलिए मैं एक फैंसी फाइनेंस ऐप का उपयोग कर सकता हूं।एक और सीडी या एक IRA प्राप्त करने की सोच।एक घर के लिए बचत।पागल!",positive
रविवार को फ्रीओ देखना एक अच्छा शौक है,positive
मैं अब सफाई कर रहा हूं,neutral
"मैंने पढ़ा कि वे नाम बहाल कर रहे थे, आशा है कि यह जल्द ही होता है",positive
"मैं बस चाहता हूं कि एक ब्रू को एक डीएम भेजा जाए `मैं टिल पर नहीं जीता, इसलिए मैं एक बॉट पर अपना इरेक्शन बर्बाद नहीं करता",neutral
- मैं हमेशा आपके 'संगीत' की सराहना करता हूं।,positive
दूर जाने के लिए इस तैराक का कान पाने की कोशिश कर रहा है !!,neutral
आह योग्य ठीक है।धन्यवाद,positive
U-verse ऊपर है और 25Mbps पर धधक रहा है।मैं हालांकि डाउनलोड करने के लिए कुछ भी नहीं है,neutral
मेरे द्वारा उपयोग की जाने वाली होरोसोप्स वेबसाइट आई लाइक इट के चारों ओर बदल गई है!,positive
आशा है कि आप भविष्य के संस्करणों के लिए हमसे जुड़ने में सक्षम होंगे,positive
इतना थका हुआ..स भी नींद नहीं आ रहा है।मैं इन रातों की तरह नहीं हूँ,negative
मेरे लिए aww मुझे लगता है कि वह बहुत छोटी है या बस इसके लिए तैयार नहीं है - उसे इतना परेशान देखने के लिए दर्दनाक है,negative
मेरे भाइयों के फुटबॉल खेल में **** और शहर देखना।मैंने आने के उद्देश्य को पूरी तरह से परिभाषित किया है .. हे,neutral
"वह अच्छी है।जब मैं काम नहीं कर रहा हूं तो चैप 7 को बाहर निकालने की कोशिश कर रहा हूं।बहुत सारी चीजों को बाहर निकालने की कोशिश कर रहा है, लेकिन मेह, आप जो भी जानते हैं!",neutral
अगर आप करेंगे तो मैं इसकी सराहना करूंगा।मैं एक बड़ा टिम कौल प्रशंसक हूं जो जानता हूं,positive
आज खुद के साथ सहज महसूस नहीं कर रहा है,negative
सुबह हंसी के लिए धन्यवाद।आप बहुत मजाकिया हैं,positive
हाहाहा मुझे ब्रैडड और सभी लोगों और कीथ की याद आती है।,negative
"Awww, यह बेकार है, लेकिन जब आप एक, सभी स्क्वैकी और खुश हो जाते हैं तो वे बहुत भयानक होते हैं।मेरे पास केवल एक ही अब बचा है",neutral
मेरी सबसे अधिक नफरत करने वाली खेल टीमों में से एक के लिए खाते को अवरुद्ध कर दिया।यह वास्तव में अच्छा लगा।,positive
Pfftt ... काश।हालांकि समय नहीं है।,neutral
असफल।यदि आप एक गड्ढे को रोकते हैं और एक कप्पा आप जानते हैं कि मैं कहाँ हूँ!ज़ोर-ज़ोर से हंसना,negative
"धन्यवाद, भगवान का आशीर्वाद मैं अपने बाहर खाने के लिए जा रहा हूँ",positive
मुझे भी आपकी याद आती है!!और डॉन `टी कहते हैं 'लानत' !!!ज़ोर-ज़ोर से हंसना,negative
"मैं अगर मैं drivin था: \ hahaha।लेकिन मुझे एक कैरोल सी। विशेष, हाँ?",neutral
LOL आप हमेशा मुझे खुश करते हैं।मैं वादा करता हूँ कि मैं जीत गया।LOL इसकी केवल 1 मूर्खतापूर्ण है।आप देर से मेरे दोस्त भी हैं,neutral
हाहाहा निश्चित रूप से!अभी भी लेखन?,neutral
"हो सकता है कि मैं शुक्रवार को मेरी कमी महसूस कर रहा हूं कि मेरे पतलून के अधिक से अधिक वोन नहीं है, थंडर जांघों पर जाएं!",negative
"मैं थोड़ा देर से, लेकिन iPhone के लिए नया ट्विटरिफिक इंटरफ़ेस बहुत अच्छा है, ओह और रिची और लॉरेन उनकी सगाई पर",positive
बड़ी चीनी = फिर भी एक और `90` बैंडवागन मुझे बहुत देर हो चुकी थी।अगला एसएंडडी बीएनएल को उन्हें फिर से मिलाना चाहिए (जैसे उन्होंने बाधाओं के लिए किया था)।,neutral
"एक रन के लिए श्री टिमोथी को लिया, अगर मैं उसके नीचे पकड़ता हूं तो वह काफी तेजी से है",neutral
"Roflmfao !!!!आप हमें बेहतर प्यार करते हैं, आप नहीं!",positive
http://twitpic.com/2sw4v - मुझे आपके दोनों हेयर्स पसंद हैं,positive
धन्यवाद!कल मेरा बी-डे भी है!मैं अपनी माँ को चिढ़ाती हूं और उसे बताती हूं कि मैं उसकी माँ का दिन उपहार था।,positive
गिरती बारिश को सुनकर ... लालाला,neutral
क्या नरक शुक्रवार का अनुसरण करता है ??डॉन `टी गेट इट,neutral
_y_tony और क्या मुझे कोई नहीं लाया ????तुम चूसो,negative
"सोने की कोशिश कर रहा है, सीएनएन को देखना और काम पर आज की बैठक के बारे में सोचना ... मेरे जीवन में 24/7 खरीदें, ओह ठीक है .. जो भी शराब का भुगतान करता है",neutral
धन्यवाद,positive
"शुभ रात्रि।दरअसल, महान रात।कल डैनियल को देखकर!",positive
Stooopit!स्टूओपिट लड़की!यह 'स्टॉप इट गर्ल' का मेरा ब्रो का प्रतिपादन हुआ करता था।,neutral
"पावर आउटेज, डोर टू फ्रीजर प्रोपेड ओपन, 3 जी आइसक्रीम के लिए स्लिप्पी फ्लोर एम-एर एफ-एर !!",negative
पूछ रहा है कि हर कोई कृपया मेरी माँ के लिए प्रार्थना करने में शामिल हो,neutral
"मैं ऐसा नहीं कर सकता।मैं इसे 11 पर ले जाता हूं, या मैं इसके माध्यम से काम करता हूं।वे यहां मेरे विकल्प हैं।",neutral
मैं `जाम हो गया!अरे हाँ।,neutral
"मुझे लगता है कि मेरे पास मेरे सभी जानकारी को मेरे मैक, मोबाइल मुझे और iPhone के बीच ठीक से सिंक कर रहा है।वाह!अंत में",positive
"मैं इसका उपयोग नहीं करता, लेकिन मैंने सुना कि PowerShell अच्छा है",positive
"यह कहने की जलन से बचना है कि मेरे पास पहले से ही एक नहीं है, पिगलेट के लिए कोई जगह नहीं है, बस चक के लिए पर्याप्त जगह है",neutral
"Lmao dimples अब यह प्यारा है, ठीक है मैं सर्दियों के पहले याद करने की कोशिश करूँगा dimple दिन है",positive
उबालने के लिए स्टोव पर अंडे का एक बर्तन रखो..और उनके बारे में भूल गए..तो उन्हें 45 मिनट बाद याद किया!आश्चर्य है कि अगर वे अभी भी अच्छा होगा,neutral
"जब भी उसकी परीक्षा होती है, तब भी नफरत होती है",negative
@_anniemay omg कोई निष्पक्ष नहीं,negative
मैं बहुत निराश महसूस कर रहा हूँ ... मैं बस काम करने के लिए चीजों को प्राप्त कर सकता हूँ !!,negative
OMG इतना थक गया!घर की ओर निकल चुका हूं!लंबे व्यस्त दिन;नए लोगों से मिलने और कुछ लोगों के साथ पकड़ने में मज़ा आया!,neutral
मेरे सपने कुचल दिए गए हैं ... स्पॉक को महिलाओं को पसंद नहीं है।,negative
"काश ज़क मुझ पर भरोसा करता है कि मुझे अपना हार वापस देने के लिए मैं इसे वापस चाहता हूं, लेकिन वह सोचता है कि मैं इसके साथ कटौती करता हूं ..... http://plurk.com/p/x2qkb",neutral
"Hah eeee, हालांकि समझ में आता है .. मुझे इस चीज़ के लिए एक नई तस्वीर की आवश्यकता है .. लेकिन मैं सभी पसीने से तर",neutral
ओह हाहा फिर से धन्यवाद!यह कुछ नया है!,positive
"यह बिल्कुल वाई है, मैं ड्राइविंग थ्रू डैंडी से नफरत करता हूं - एशियाई लोगों की एक कार के बगल में रोशनी में सिटिन, जो मेरे लिए कॉलिन से बाहर निकलते हैं और 1 ने एक चाकू मैल किया था!",negative
सुनो!क्या है?!,neutral
बर्लिन में बादल छाए रहेंगे।बस पूरे दिन कंप्यूटर के सामने बैठने का अधिकार,neutral
"आधे घंटे में एमिली प्राप्त करना, उठना चाहिए .... एक अच्छा दिन है!बाद में मुझे उम्मीद है",positive
"सिर के लिए धन्यवाद, एथन।अब इसे देखना",positive
"बहुत।मैं बीमार हूं और बहुत कुछ याद रखने का प्रयास कर रहा हूं, और कुछ भी नहीं जा रहा है।",negative
www मैरी मैं चाहता हूं,positive
आश्चर्य होता है कि अगर मैं केवल 1 डाट एन चर्च को कभी -कभी कुछ सुंगों को जानने के बारे में बताता हूं।लगता है कि हर कोई इसे जानता है लेकिन यू?जल्दी से बुरा लगता है cnt साथ गाना।,negative
"बैंक हॉलिडे सोमवार रॉक, खासकर जब वे रविवार को उस तरह का अनुसरण करते हैं जो मेरे पास था",positive
"Hahahahahahahaaa भगवान रैंडी, मैं तुम्हें याद करता हूँ!आशा है कि आप एक महान समय दोस्त हैं!मेरे लिए एक लहर पकड़ो",neutral
सूरज का आनंद लेते हुए ट्विकिनी पर,positive
मेरे सभी चित्रों पर कष्टप्रद तिथि की मुहर।काश मैं इसे बंद करने के लिए याद करता हूँ।,negative
वहाँ एक कुत्ते के बारे में एक पाठ प्राप्त करने से बदतर कुछ भी नहीं है जो आपके शहर में छोड़ दिया गया था,negative
लव यू :: हग्स: लेकिन मैं कुछ भी नहीं देख रहा हूँ ... सोच रहा था कि अगर मैं कुछ गलत कर रहा हूं),neutral
आज रात के लिए योजनाओं का अभाव किसी को बाहर जा रहा है?,neutral
काम करने की कोशिश ...,neutral
_Louise हाँ।उस तरह,neutral
"फ़ोटो अपलोड करना।उघह, मुझे कल जल्दी स्कूल जाना है।fml।लेकिन वू भ्रमण।मैं जीत गया",neutral
"अच्छी बात यह है: उनके पास एक कंप्यूटर है।बुरी बात यह है: यह सभी vidjagame साइटों को अवरुद्ध करता है!हाँ, यहां तक ​​कि vgtribune.com अवरुद्ध है!",positive
आज मेरी माँ को चिल्लाने के लिए धन्यवाद वह भी कहती है धन्यवाद!,positive
सोने की जरूरत है लेकिन कर सकते हैं,neutral
बिस्तर के लिए समय ..... कल रात के शुरुआती रात के साथ अच्छे लोगों के साथ कुछ सीखने के लिए मिला ****,positive
