text_hindi,sentiment
2 बजे फिली में पैट।मुझे इससे प्यार है।मिमी चीज़स्टेक।मेरे प्रेमी को याद करें लेकिन मुझे छुट्टी बहुत पसंद है।,neutral
यह गड़गड़ाहट मेरे नरक को डरा रही है ... गीज़ ... मुझे नफरत है गड़गड़ाहट हम बेहतर नहीं ढीली बिजली ... #fb http://myloc.me/2144,negative
_Angel84 Awww मुझे आशा है कि आप बेहतर प्यार महसूस करेंगे ... यह मौसम पागल है ...,neutral
फ्रांस से अमेरिका में अपना व्यवसाय बनाना आसान आसान लगता है,positive
"क्षमा करें, मैं आमंत्रित नहीं कर रहा था ... मुझे लगता है कि सभी एकल महिलाएं।",negative
वैसे आपने मुझे यह कहते हुए डरा दिया कि पेड़ों में सरसराहट हो सकती है!आपको हैप्पी संडे को सर,neutral
हाँ यहाँ भी ... मुझे थोड़ा सिरदर्द भी है ... ick,negative
यह तूफान मेरे रास्ते में आ रहा है,neutral
परिवार आता है।शायद इस सप्ताह के अंत में जीता है,neutral
_ward मैं हूँ,neutral
डूडल क्या गलत है?,negative
"अच्छा प्रश्न।नेपाल पीएम ने इस्तीफा देने और वास्तव में इस्तीफा देने की घोषणा की, दो बहुत अलग चीजें हैं।",positive
"12:46 पूर्वाह्न।मेरी जन्मदिन की छोटी बहन है।इसके अलावा, शुभ रात्रि प्रिसिला",positive
_Mexico हे हे।कोई बात नहीं।,positive
"कल रात NHL प्लेऑफ गेम देखें अगर किसी को दिलचस्पी है, और मुझे पता है कि आप में से कोई भी नहीं है।",negative
कभी -कभी मैं भूल जाता हूं कि लड़कों में भी भावनाएं होती हैं,negative
हैप्पी हैप्पी जॉय जॉय यह है कि आपके लिए काफी अच्छा है,positive
__ Aww उसे आशीर्वाद दें।वह मेरे एक faves में से एक है,positive
"Dayum, ट्वीट्स R तेजी से आ रहा है, इसलिए संभावना है कि बहुत कुछ याद आ रहा है।Plz dm, k?ओह, क्या _stewart 4 वास्तविक है?",negative
"एक दूसरे सिडनी शो को बाहर लाने के लिए धन्यवाद छोटे स्टॉक, अब मैं दोनों के लिए जा रहा हूँ मैं आप लोगों के लिए बहुत आभारी हूं",positive
मैं आपको पूर्व-कॉफी ट्वीट I`m अच्छा समझता हूं,positive
"मुझे लगता है कि मैं एक उचित ब्लॉग लिखना शुरू करने वाला हूं, क्या कोई भी किसी भी अच्छे ब्लॉग होस्ट चीज़ों की सिफारिश कर सकता है?",positive
Ouchhhhhh मैं अपनी fkkn जीभ जलाया,negative
आज सुबह सुप्रभात काम ने कभी नहीं किया,neutral
एक अस्थायी माउस का उपयोग करना क्योंकि मेरा ट्रैकबॉल टूट रहा है।मैं अपनी कलाई को पहले से ही रेंगने वाला आरएसआई महसूस कर सकता हूं।,negative
LOL धन्यवाद! हालांकि पहनने के लिए डरावना,neutral
"मैं हेला एक सॉसेज मैकमफिन चाहता था, लेकिन जब मैं वहां पहुंचता हूं तो नाश्ता खत्म हो गया",neutral
काश मैं आज रात को n*e*r*d हेडलाइन @ फेस्ट देख सकता था,neutral
"हाँ, मैंने उनके पेज को तोड़ दिया ... damit ... im इसे ठीक करने की कोशिश कर रहा हूँ ... आशा है कि आप समुदाय के पहले ट्रस्ट के साथ बैंक न करें",negative
सभी को शुभरात्रि,positive
"भले ही मैं लोल को नहीं समझ सकता, महान गीत",positive
हेली के लिए उम्मीद देख रहे हैं,positive
_Dustry FYI कनाडा वीडियो का VH1 पूर्वावलोकन नहीं देख सकता है,neutral
तो मैं आपको इस शनिवार को नहीं देख रहा हूँ?,neutral
"_Craig ने आपकी #FF सिफारिशों में से एक का पालन करने की कोशिश की, लेकिन 'उपयोगकर्ता के अनुरोध द्वारा निम्नलिखित से अवरुद्ध कर दिया गया है'",negative
... मनी मनी मनी ... http://twitpic.com/664uz,neutral
"हैप्पी स्टार वार्स डे, हर कोई!बल आप सभी के साथ हो सकता है, आप पडवन या जेडी हो।",positive
_ वे कुछ अच्छी तस्वीरें थीं जिन्हें आपने वहाँ रखा है .. आप अपने कैम को अपने साथ ले जाने के लिए लग रहे हैं ..,positive
"Hitrecord के लिए एक वीडियो बनाना ... आशा है कि यह अच्छी तरह से बाहर आता है, यह मेरा पहला रिकॉर्ड होगा",positive
मैं बेट्टी के लिए निहित था।,neutral
स्टील्थ शॉपिंग - हॉट वाइफ बी -डे प्रेजेंट जबकि मॉल में एक साथ,neutral
अभी तक कोई खबर नहीं है,neutral
डेमी लोवाटो को सुनकर मेरा नया गाना समाप्त हो गया!,neutral
अधिक एडविल की आवश्यकता महसूस करना।,negative
"अगर एक चीज है जिसे इंटरनेट ने मुझे सिखाया है, तो यह है कि अगर मुझे सुनने के लिए पर्याप्त लोग मिलते हैं तो मुझे कोलबर्ट की रिपोर्ट पर होना चाहिए।#यूएसए",neutral
कंपनी की जरूरत में अकेला है,negative
मेरा नया फोन मिला - अब सब कुछ प्रोग्राम करने के लिए क्योंकि मेरे पुराने में इस तरह की कोई मेमोरी कार्ड नहीं था,neutral
Zzzz ... मैं कल नाश्ते के लिए अपनी माँ को बाहर ले जा रहा हूँ!काफी इलाज होगा।,positive
हुलु डेस्कटॉप अच्छा लग रहा है लेकिन मेरे क्षेत्र के लिए नहीं,positive
"अलग -अलग डेस्क, कंप्यूटर, और छोटे डिवाइडर के साथ कमरे के किनारे ... लेकिन, हम सोचते हैं कि हमें उन्हें छत तक विस्तारित करने की आवश्यकता है",neutral
"Omj मैं इसे प्यार करता था .... यह एक अच्छी हंसी थी और फ्रेंकी ने बहुत अच्छा काम किया, और आप लोगों ने भी ~ एग्नेस किया",positive
वास्तव में?मैं मोबाइल ट्विटर से नफरत करता हूं। एक साइडकिक के साथ ट्वीट करना मुश्किल है,negative
"पूरे खाद्य पदार्थ, बार्टन स्प्रिंग्स, दही स्पॉट और ओएसिस = ऑस्टिन में सही दिन।",positive
अख!मैं जाग गया और सईद हसन के भाषण से बहुत याद किया,negative
_Gov हाय गॉव !!आप कैसे हैं?,neutral
"_hong ओह हाँ, बस कॉसप्ले फोटो मैराथन के एक सप्ताह के अंत से वापस आया",neutral
"आज रात मुझसे रोमांचक कुछ भी नहीं .... कुछ नए खिलौने मिले, हालांकि खुश माँ के दिन महिलाओं के साथ खेलने के लिए",positive
बस स्कूल से घर गया lol 2 1/2 सप्ताह छोड़ दिया याय !!!फिर 2 समर स्कूल बंद,neutral
"हाहा।नहीं, मैं haven`t।मुझे लगता है कि मैं इसे अगले सप्ताहांत के लिए आरक्षित करूँगा।करने के लिए कुछ कागजी कार्रवाई है।या शायद आज रात!",neutral
"अच्छा काम कोडा दोस्त खरीदना!यह एक शानदार ऐप है!दुर्भाग्य से, मैंने इसे तब खरीदा था जब यह पूर्ण $ 99USD #Jealous था",neutral
घर।कुछ अच्छे प्लग मिले लेकिन कोई चिपोटल नहीं,neutral
सबको नमस्ते!मैं काम पर अपना लंच ब्रेक कर रहा हूं और एक अच्छा कप कॉफी का आनंद ले रहा हूं!,positive
यो मैं सिर्फ कंप्यूटर पर हूँ,neutral
बच्चे के कमरे में बच्चे के कमरे में इस एएम को गिरा दिया।वह आधिकारिक तौर पर एक बच्चा है।बहुत तेजी से बढ़ रहा है,neutral
"अप्रैल की बारिश मई फूल, हाँ",neutral
मैं खिड़की से बगीचे को देखता हूं ... मेरे लिए बहुत गर्म है,negative
मुझे पता है कि यह एक शर्म की बात है कि मुझे लगता है कि उन्हें एक अच्छा मौका मिला है और मुझे आशा है कि वे coz करते हैं कि वे अलग -अलग हैं और वे महान हैं:]!,neutral
आश्चर्य नहीं कि यह तैयार नहीं है,neutral
मेरे लिए अब काम पर पैक करने का समय है और ट्विटर के लिए ज्यादा समय नहीं है!किसी भी फॉलो फ्राइडे के लिए धन्यवाद।बाद में वापस हो!,positive
मैं सिर्फ एक 5 वें ग्रेडर द्वारा एक फुटबॉल फेंकते हुए चेहरे पर टूट गया ... दो बार।अब मैंने खून बहाया,neutral
बच्चों के साथ डोम में हर तत्व एक एकल माता -पिता है,neutral
मिस यू m8 हमें tae की जरूरत है एक कैच अप n कि,negative
स्पीडबंप्स चूसना जब यू गॉट्टा पेशाब !!,negative
आप कैसे आश्वस्त हैं कि मैं हमेशा आपको चाहता हूं?मैंने क्या संकेत दिए ... **** मुझे लगता है कि मैंने अभी एक और दोस्त खो दिया है,negative
"मैं टर्मिनेटर देखना चाहता हूं, लेकिन हर कोई इसे पहले ही देख रहा है",neutral
धन्यवाद #sigjeans,positive
प्री-ऑर्डर कलेक्शन लॉन्च किया गया है!$ 20 के नीचे सब कुछ अब हमें जाएँ http://bit.ly/hadfr,neutral
कम से कम पोसाडा के पास एक अच्छा एबी था,positive
"AH KIKWAY अभी तक, 2006 वोट हैं ((हमें अधिक वोट की आवश्यकता है: `डी",neutral
"बीमार एक घंटे की तरह दुकान पर आते हैं।मुझे एक पेडीक्योर प्राप्त करने की आवश्यकता है, लेकिन मेरे पास आज शायद अगले हफ्ते समय नहीं है!",neutral
जुड़वाँ बच्चों को फिर से mariners को संभालते हुए देखना !!हू-हू !!!टोनी http://www.trustyfotografie.com,neutral
सड़क पर 11 ब्लॉक ले जाना।अलविदा दृढ़ लकड़ी के फर्श,positive
मैंने इसे तीन बार देखा,neutral
@_writersblock_ i`m मुझे यकीन है कि आप हैं।टोस्टीज़ बहुत पीछे नहीं थे।,neutral
aww ब्रैडी प्यार करता है पर्थ मुझे उसके पेज के शीर्ष पर विज्ञापन बहुत पसंद है।,positive
Lmaooooo जो भयानक है।गरीब चीजें,negative
क्या आपको बाइक की सवारी पर जाने की आवश्यकता है?,neutral
पांच डॉलर की बिक्री में कुछ भी अच्छा नहीं है।,negative
... प्यार और मेरे अनुयायियों के साथ साझा करना चाहता था।प्रेरणादायक लग रहा है।Ive का एक लंबा दिन था।,positive
खिचड़ी भाषा का इंतजार और शुक्रवार को प्रोम पार्टी के बाद,positive
"हम्म ... चीनी डिलीवरी यह है।अल्थो, मैं कैसे आदेश दूंगा?मैं बात नहीं कर सकता!",negative
"कूदना शुरू करो!WOTD: JAPE QQ: क्या आप संकलित, ओवरकम्पेटिव या प्रतिस्पर्धी नहीं हैं?अपनी प्रतिक्रियाएँ यहाँ लिखें!",neutral
"मुझे उसके लिए भी बुरा लगता है।विशेष रूप से अब जब वह सभी के साथ टूट रहा है।ग़लत समय।फिर भी, शायद वह यह आ रहा था",negative
"वाह, यह इतनी जल्दी है।बस सबसे अच्छी बातचीत हुई।",positive
संशोधन ... क्या मज़ा ... फिर भी मेरे पास गुरुवार को मूल रूप से कुछ भी नहीं है,negative
"मैं ध्यान करता हूं, मुझे लगता है कि मैं बहुत विशाल हूं, बहुत विशाल हूं।क्या आप इसे जानते हैं? आप क्या सोचते हैं?",neutral
चर्च में वापस आने के लिए घर पर लगता है,positive
"Apple के विज्ञापन एक तरफ, मैं वास्तविक लोगों की सिफारिशें करता हूं, जिनके पास iPhone ऐप्स के साथ वास्तविक अनुभव है जो मैं चाहता हूं।",positive
मेकअप + प्यारा पोशाक = मैं जाने के लिए तैयार हूं,positive
रोड ट्रिप ftw आज ट्रेनों के साथ खेल रहा हूं इसलिए यह सब अच्छा है,positive
2 बिस्तर से दूर है।गॉन फोर्स द सैंडमैन 2 कॉम डू वॉट वे करते हैं क्योंकि ऐसा नहीं लगता है कि 2nyt में कोई भी पार्टी होने वाली है,neutral
नमस्ते,neutral
डीवीडी पर श्रृंखला 1 के तहत छह फीट मिला,neutral
OOO डेंजर रेडियो लिंक के लिए धन्यवाद इसे प्यार करता है ... परीक्षण कैसे हुआ?,positive
"ओह यार यह सुपर फनी है यू गरीब ... मैक की उम्र 2 महीने, बैटरी चार्जिंग नं।गारंटी का दावा ...",neutral
सुबह मिशेल कैसे दलिया है?,neutral
मार्को द्वीप से घर है और इसे और मेरी लड़कियों को पहले से ही याद कर रहा है ... काम पर वापस!,negative
आप सिर्फ उसी शहर पर कब्जा करने के लिए दुखी हैं जैसे मैं अब रो रहा हूं।,negative
हम कैसे जानते हैं कि हम जीत गए?,neutral
"Im अच्छा ता।बिट थका हुआ cos i`ve सभी wkend को wking कर रहा है, लेकिन इसके अलावा, सभी अच्छे आप कैसे हैं?",neutral
कला प्रकाश?!?!?!मैसाचुसेट्स में और कोई बोस्टन लेगर नहीं?मुझे लगता है कि मैं अगली उड़ान njoy को जीता!,positive
"अरे यार, मैं बीमार महसूस करता हूं।जैसा कि मैंने एक ठंड का अनुबंध किया हो सकता है ... शायद गुरुवार को बच्चों के स्लॉबर से",negative
"मैं ठीक उसी दिन हो रहा हूँ, तुम हो, यार।बस यहाँ पर दफन #followfriday",negative
प्रारंभिक (ish) रात आज रात - मैं एक शनिवार को काम करने के लिए कल फिर से काम पर ओवरटाइम कर रहा हूँ!,negative
"बैंक की छुट्टी को किक-ऑफ करने के लिए 10p जैसा कुछ भी नहीं, बाल कटवाने ल्यूक खोदो!अगला पड़ाव ... सेल्फ्रिज",neutral
बस याद है कि मेरे पास अभी भी एक ग्रीष्मकालीन परियोजना करने के लिए है।यह कभी समाप्त नहीं होता!!!!!,negative
आपका समय अच्छा गुजरे!!अफसोस की बात है कि मैं शायद बारिश होने वाला हूं,neutral
Re-pinging _b: क्या यह दयनीय है कि मेरी माँ मेरी सबसे अच्छी दोस्त है नरक को पता है कि मैं अपनी माँ से बात करता हूँ सब कुछ सब कुछ,positive
Yeaaa!,neutral
क्षमा करें हर कोई!जाहिरा तौर पर ट्विटर मुझे अपने अपडेट भेज रहा है।,negative
डूड - वे `आपके Vimeo WH वीडियो को बंद कर दिया।,neutral
"हैप्पी मम्मी के डैड मम्मी फुटबॉल देख रहे थे, ईगल्स विजेता हैं वे बेहतर तरीके से इसे बनाए रखते हैं *आह!",positive
स्नातक स्तर की पढ़ाई के लिए कुछ खोजने की जरूरत है।LOL कुछ भी नहीं मिल सकता है!,neutral
कोई निष्पक्ष नहीं,negative
http://www.speedtest.net/result/483892161.png मुझे अच्छी डाउनलोड गति केवल तभी मिलती है जब कोई और कनेक्शन का उपयोग नहीं कर रहा है,positive
"देखो शेरिडन मुझे स्वाइन फ्लू मिला है, लेकिन मैं अभी भी स्कूल में आ रहा हूं, उसी तरह से",neutral
नौकरी की तलाश में है,neutral
"बहुत थक गया!डिनर गुड, फिर चुरो के अच्छे थे!",neutral
"आआआ!मुझे आज काम करने की आवश्यकता है, क्यों मैं कभी भी सप्ताहांत बंद नहीं कर सकता?इससे मुझे रोने की इच्छा होती है",negative
रोमांचित है प्रोम अच्छी तरह से चला गया,positive
"धन्यवाद **** यह वास्तव में अच्छी तरह से चला गया।मैं अब थक गया हूं, हालांकि आशा है कि आप अपने मम्मी को खराब कर देंगे",neutral
"यह घर पर एक धीमा दिन है, मेरा एक बच्चा बीमार है।इस छोटी सी तस्वीर ने मुझे http://is.gd/jrla को खुश किया",neutral
सुबह।मैंने EUR/JPY 132.25 @ 132.00 को बंद कर दिया और एक स्टॉप @ 130.55 @ 131.55 को बंद कर दिया।जब मैं सो रहा था तब 132.25 को मार दिया गया था,neutral
कुछ diy कर रहा हूँ- मैं mg के कपड़े फिर से मर रहा हूँ ... कुछ पैसे बचाओ,positive
ज़ोर-ज़ोर से हंसना!भी सच,positive
_Mandarich अच्छी तरह से अंधेरे पक्ष से वापस स्वागत है!,positive
लिल रत्नों में से एक प्राप्त करना आज काम के बाद छेद दिया गया- निश्चित रूप से इसे फैलाना,negative
"आह्ह्ह!NYC प्लेसमेंट बाहर आना शुरू हो गया है, लेकिन ऐसा लगता है कि अपग्रेड को प्लेसमेंट के लिए एक और दो सप्ताह तक इंतजार करना होगा!खौफ से",neutral
आधे कार्यकाल तक 2 और दिन खत्म हो जाते हैं,neutral
";पुन: घर - यह वास्तव में मेरा क्या मतलब था ... डी -टाउन में घर।;) इसके अलावा, पुन: कंप्यूटर ... उह ... मैं इसे ब्रोकिंग करता हूं ...",negative
मैं बहुत उत्साहित हूं कि आप FOTC के साथ दौरे कर रहे हैं!मुझे अनुमान नहीं था!!मैं आपको कल देख रहा हूँ,positive
शुभ दोपहर।http://plurk.com/p/suyev,positive
तुम लोगों को मुझ पर पाने की जरूरत है।यह 2 सप्ताह हो गया है जब से मैं `एक कैश हंट #GeoCaching पर चला गया,neutral
शून्य से अधिक एप्सिलॉन उसके मम्मी को याद करता है।http://apps.facebook.com/catbook/profile/view/5626035,negative
"नहीं, मैं अपने पहले मुख्य को याद करता हूं।नर टॉरन शमन ने आइसवाटर का नाम 61 पर अटक गया। शायद मैं उसे एक दिन ले जाऊं।",negative
धन्यवाद जेनिस,positive
"मुझे मेरे साथ उड़ान भरना, लाइव चैट और बीमार होना पसंद नहीं है।",positive
"यह बहुत अनुचित है, हस्टलबल, अमेरिकी नागरिक यहां काम कर रहे हैं, व्यक्तिगत दिखावे की उम्मीदें, प्रोलर, क्या मैं ऐसा कर सकता हूं?",negative
Vivianne सभी मेरा।यम्म्म,positive
बहुत अच्छा लगता है कि यह पिछले नीट बारिश करना था!ओह अच्छी तरह से अभी भी मज़ा आया था!गोल्डफिश अत्यधिक ओवररेटेड है!,neutral
बस पता चला कि सेंट पॉल में मेरा एक सहकर्मी (जिसे मैं वास्तव में जानता हूं और बात करता हूं) को बंद कर दिया गया।यह उड़ता है।,negative
"सुबह सभी सूरज चमक रहा है, पक्षी गा रहे हैं - ट्वीट्स को पढ़ते समय बगीचे में एक क्यूपा टी के लिए समय http://twitpic.com/4ws9r",neutral
???सप्ताहांत स्टैंडबाय ड्यूटी ????????????????????????????????????????????????????????,neutral
"हाँ, मैं कल्पना कर सकता हूँ!अच्छा नहीं है कि आपकी पारी कितनी देर तक है?",negative
"पवित्र गाय!आर्ची एंड्रयूज आखिरकार वेरोनिका लॉज से शादी करता है। यह वह नहीं है जो मैंने सोचा था कि अंततः मेरी 6 वीं कक्षा में होगा,",negative
मुझे उम्मीद है कि वे आएंगे,positive
मैं घर जाना चाहता हूँ,neutral
"आदी नहीं, बस मिलनसार।",neutral
25 मिनट में हैप्पी मदर्स डे हर कोई,positive
धन्यवाद!शुभ प्रभात,positive
डेबी रयान को बुला रहा है!,neutral
नाइट ऑनलाइन वापस आओ,neutral
) मैं हताशा से संबंधित हो सकता हूं। मैंने अपडेट के दौरान कई बार अपने WP ब्लॉग को बर्बाद कर दिया। उन्होंने आपको कुछ बार चेतावनी दी है।,negative
